GSMID,UID,Name,GSEID,GEO Sample Description
GSM661721,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_01|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661722,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_02|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661723,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_03|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661724,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_04|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661725,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_05|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661726,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_06|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661727,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_07|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661728,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_08|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661729,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_09|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661730,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_10|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661731,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_11|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661732,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_12|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661733,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_13|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661734,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_14|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661735,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_15|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661736,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_16|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661737,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_17|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661738,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_18|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661739,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_19|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661740,D001471,Barrett Esophagus,GSE26886,Barrett's esophagus_20|Barrett's esophagus|tissue type: Barrett's esophagus
GSM661741,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_01|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661742,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_02|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661743,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_03|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661744,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_04|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661745,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_05|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661746,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_06|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661747,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_07|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661748,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_08|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661749,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_09|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661750,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_10|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661751,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_11|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661752,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_12|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661753,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_13|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661754,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_14|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661755,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_15|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661756,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_16|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661757,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_17|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661758,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_18|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661759,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_19|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661760,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_20|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661761,D004938|D000230,Esophageal Neoplasms|Adenocarcinoma,GSE26886,esophageal adenocarcinoma_21|esophageal adenocarcinoma|tissue type: esophageal adenocarcinoma
GSM661762,D000000,Control,GSE26886,esophageal squamous epithelium_01|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661763,D000000,Control,GSE26886,esophageal squamous epithelium_02|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661764,D000000,Control,GSE26886,esophageal squamous epithelium_03|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661765,D000000,Control,GSE26886,esophageal squamous epithelium_04|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661766,D000000,Control,GSE26886,esophageal squamous epithelium_05|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661767,D000000,Control,GSE26886,esophageal squamous epithelium_06|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661768,D000000,Control,GSE26886,esophageal squamous epithelium_07|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661769,D000000,Control,GSE26886,esophageal squamous epithelium_08|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661770,D000000,Control,GSE26886,esophageal squamous epithelium_09|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661771,D000000,Control,GSE26886,esophageal squamous epithelium_10|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661772,D000000,Control,GSE26886,esophageal squamous epithelium_11|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661773,D000000,Control,GSE26886,esophageal squamous epithelium_12|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661774,D000000,Control,GSE26886,esophageal squamous epithelium_13|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661775,D000000,Control,GSE26886,esophageal squamous epithelium_14|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661776,D000000,Control,GSE26886,esophageal squamous epithelium_15|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661777,D000000,Control,GSE26886,esophageal squamous epithelium_16|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661778,D000000,Control,GSE26886,esophageal squamous epithelium_17|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661779,D000000,Control,GSE26886,esophageal squamous epithelium_18|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661780,D000000,Control,GSE26886,esophageal squamous epithelium_19|esophageal squamous epithelium|tissue type: esophageal squamous epithelium
GSM661781,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_01|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661782,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_02|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661783,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_03|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661784,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_04|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661785,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_05|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661786,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_06|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661787,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_07|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661788,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_08|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM661789,D004938|D002294,"Esophageal Neoplasms|Carcinoma, Squamous Cell",GSE26886,esophageal squamous cell carcinoma_09|esophageal squamous cell carcinoma|tissue type: esophageal squamous cell carcinoma
GSM681095,D002294|D008175,"Carcinoma, Squamous Cell|Lung Neoplasms",GSE27556,lung cancer tissue_LCA003|lung cancer tissue|cell type: squamous cell carcinoma
GSM681096,D002294|D008175,"Carcinoma, Squamous Cell|Lung Neoplasms",GSE27556,lung cancer tissue_LCA008|lung cancer tissue|cell type: squamous cell carcinoma
GSM681098,D000230|D008175,Adenocarcinoma|Lung Neoplasms,GSE27556,lung cancer tissue_LCA011|lung cancer tissue|cell type: adenocarcinoma
GSM681099,D000230|D008175,Adenocarcinoma|Lung Neoplasms,GSE27556,lung cancer tissue_LCA018|lung cancer tissue|cell type: adenocarcinoma
GSM681100,D000230|D008175,Adenocarcinoma|Lung Neoplasms,GSE27556,lung cancer tissue_LCA020|lung cancer tissue|cell type: adenocarcinoma
GSM681101,D000230|D008175,Adenocarcinoma|Lung Neoplasms,GSE27556,lung cancer tissue_LCA021|lung cancer tissue|cell type: adenocarcinoma
GSM685065,D000000,Control,GSE27657,s.c.adiposetissue_subjectA|adipose tissue|tissue: subcutaneous adipose|Sex: Male
GSM685066,D000000,Control,GSE27657,s.c.adiposetissue_subjectB|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685067,D000000,Control,GSE27657,s.c.adiposetissue_subjectC|adipose tissue|tissue: subcutaneous adipose|Sex: Male
GSM685068,D000000,Control,GSE27657,s.c.adiposetissue_subjectD|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685069,D000000,Control,GSE27657,s.c.adiposetissue_subjectE|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685070,D000000,Control,GSE27657,s.c.adiposetissue_subjectF|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685071,D000000,Control,GSE27657,s.c.adiposetissue_subjectG|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685072,D000000,Control,GSE27657,s.c.adiposetissue_subjectH|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685073,D000000,Control,GSE27657,s.c.adiposetissue_subjectI|adipose tissue|tissue: subcutaneous adipose|Sex: Female
GSM685074,D000000,Control,GSE27657,PTadiposetissue_subjectA|adipose tissue|tissue: perithyroid adipose|Sex: Male
GSM685075,D000000,Control,GSE27657,PTadiposetissue_subjectB|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685076,D000000,Control,GSE27657,PTadiposetissue_subjectC|adipose tissue|tissue: perithyroid adipose|Sex: Male
GSM685077,D000000,Control,GSE27657,PTadiposetissue_subjectD|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685078,D000000,Control,GSE27657,PTadiposetissue_subjectE|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685079,D000000,Control,GSE27657,PTadiposetissue_subjectF|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685080,D000000,Control,GSE27657,PTadiposetissue_subjectG|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685081,D000000,Control,GSE27657,PTadiposetissue_subjectH|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM685082,D000000,Control,GSE27657,PTadiposetissue_subjectI|adipose tissue|tissue: perithyroid adipose|Sex: Female
GSM688738,D000000,Control,GSE27887,"P7, POST, ANL non-lesional|P7, POST, ANL|treatment: NB-UVB|patient: P7|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688739,D000000,Control,GSE27887,"P7, POST, AL lesional|P7, POST, AL|treatment: NB-UVB|patient: P7|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688740,D000000,Control,GSE27887,"P1, POST, ANL non-lesional|P1, POST, ANL|treatment: NB-UVB|patient: P1|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688741,D000000,Control,GSE27887,"P1, POST, AL lesional|P1, POST, AL|treatment: NB-UVB|patient: P1|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688742,D000000,Control,GSE27887,"P10, POST, ANL non-lesional|P10, POST, ANL|treatment: NB-UVB|patient: P10|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688743,D000000,Control,GSE27887,"P10, POST, AL lesional|P10, POST, AL|treatment: NB-UVB|patient: P10|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688744,D000000,Control,GSE27887,"P2, POST, ANL non-lesional|P2, POST, ANL|treatment: NB-UVB|patient: P2|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688745,D000000,Control,GSE27887,"P2, POST, AL lesional|P2, POST, AL|treatment: NB-UVB|patient: P2|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688746,D000000,Control,GSE27887,"P4, POST, ANL non-lesional|P4, POST, ANL|treatment: NB-UVB|patient: P4|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688747,D000000,Control,GSE27887,"P4, POST, AL lesional|P4, POST, AL|treatment: NB-UVB|patient: P4|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688748,D000000,Control,GSE27887,"P6, POST, ANL non-lesional|P6, POST, ANL|treatment: NB-UVB|patient: P6|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688749,D000000,Control,GSE27887,"P6, POST, AL lesional|P6, POST, AL|treatment: NB-UVB|patient: P6|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688750,D000000,Control,GSE27887,"P5, POST, ANL non-lesional|P5, POST, ANL|treatment: NB-UVB|patient: P5|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688751,D000000,Control,GSE27887,"P5, POST, AL lesional|P5, POST, AL|treatment: NB-UVB|patient: P5|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688752,D000000,Control,GSE27887,"P8, POST, ANL non-lesional|P8, POST, ANL|treatment: NB-UVB|patient: P8|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688753,D000000,Control,GSE27887,"P8, POST, AL lesional|P8, POST, AL|treatment: NB-UVB|patient: P8|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688754,D000000,Control,GSE27887,"P3, POST, ANL non-lesional|P3, POST, ANL|treatment: NB-UVB|patient: P3|time: post-treatment|tissue: non-lesional skin|scorad: 0"
GSM688755,D000000,Control,GSE27887,"P3, POST, AL lesional|P3, POST, AL|treatment: NB-UVB|patient: P3|time: post-treatment|tissue: lesional skin|scorad: 0"
GSM688756,D000000,Control,GSE27887,"P7, PRE, ANL non-lesional|P7, PRE, ANL|treatment: NB-UVB|patient: P7|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688757,D003876,"Dermatitis, Atopic",GSE27887,"P7, PRE, AL lesional|P7, PRE, AL|treatment: NB-UVB|patient: P7|time: pre-treatment|tissue: lesional skin|scorad: 55"
GSM688758,D000000,Control,GSE27887,"P9, PRE, ANL non-lesional|P9, PRE, ANL|treatment: NB-UVB|patient: P9|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688759,D003876,"Dermatitis, Atopic",GSE27887,"P9, PRE, AL lesional|P9, PRE, AL|treatment: NB-UVB|patient: P9|time: pre-treatment|tissue: lesional skin|scorad: 76"
GSM688760,D000000,Control,GSE27887,"P1, PRE, ANL non-lesional|P1, PRE, ANL|treatment: NB-UVB|patient: P1|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688761,D003876,"Dermatitis, Atopic",GSE27887,"P1, PRE, AL lesional|P1, PRE, AL|treatment: NB-UVB|patient: P1|time: pre-treatment|tissue: lesional skin|scorad: 37"
GSM688762,D000000,Control,GSE27887,"P10, PRE, ANL non-lesional|P10, PRE, ANL|treatment: NB-UVB|patient: P10|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688763,D003876,"Dermatitis, Atopic",GSE27887,"P10, PRE, AL lesional|P10, PRE, AL|treatment: NB-UVB|patient: P10|time: pre-treatment|tissue: lesional skin|scorad: 70"
GSM688764,D000000,Control,GSE27887,"P2, PRE, ANL non-lesional|P2, PRE, ANL|treatment: NB-UVB|patient: P2|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688765,D003876,"Dermatitis, Atopic",GSE27887,"P2, PRE, AL lesional|P2, PRE, AL|treatment: NB-UVB|patient: P2|time: pre-treatment|tissue: lesional skin|scorad: 51"
GSM688766,D000000,Control,GSE27887,"P4, PRE, ANL non-lesional|P4, PRE, ANL|treatment: NB-UVB|patient: P4|time: pre-treatment|tissue: non-lesional skin|scorad: 0"
GSM688767,D003876,"Dermatitis, Atopic",GSE27887,"P4, PRE, AL lesional|P4, PRE, AL|treatment: NB-UVB|patient: P4|time: pre-treatment|tissue: lesional skin|scorad: 33"
GSM688768,D003876,"Dermatitis, Atopic",GSE27887,"P6, PRE, AL lesional|P6, PRE, AL|treatment: NB-UVB|patient: P6|time: pre-treatment|tissue: lesional skin|scorad: 0"
GSM688769,D000000,Control,GSE27887,"P5, PRE, ANL non-lesional|P5, PRE, ANL|treatment: NB-UVB|patient: P5|time: pre-treatment|tissue: non-lesional skin|scorad: 57"
GSM688770,D003876,"Dermatitis, Atopic",GSE27887,"P8, PRE, AL lesional|P8, PRE, AL|treatment: NB-UVB|patient: P8|time: pre-treatment|tissue: lesional skin|scorad: 0"
GSM688771,D000000,Control,GSE27887,"P3, PRE, ANL non-lesional|P3, PRE, ANL|treatment: NB-UVB|patient: P3|time: pre-treatment|tissue: non-lesional skin|scorad: 36"
GSM688772,D003876,"Dermatitis, Atopic",GSE27887,"P3, PRE, AL lesional|P3, PRE, AL|treatment: NB-UVB|patient: P3|time: pre-treatment|tissue: lesional skin|scorad: 0"
GSM691122,D000000,Control,GSE27951,adipose_tissue_NGT (15495)|subcutaneous adipose tissue|clinical status: NGT|bmi: 38.1|age: 22|fasting insulin: 117|fasting glucose: 5.2|hba1c: 5.5|vo2max ffm: 41
GSM691123,D000000,Control,GSE27951,adipose_tissue_NGT (15497)|subcutaneous adipose tissue|clinical status: NGT|bmi: 35.3|age: 48|fasting insulin: 37|fasting glucose: 4.5|hba1c: 5.5|vo2max ffm: 27
GSM691124,D000000,Control,GSE27951,adipose_tissue_NGT (15501)|subcutaneous adipose tissue|clinical status: NGT|bmi: 32.9|age: 39|fasting insulin: 62|fasting glucose: 5|hba1c: 5.7|vo2max ffm: 72
GSM691125,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (15516)|subcutaneous adipose tissue|clinical status: DM|bmi: 42.2|age: 56|fasting insulin: 67|fasting glucose: 9|hba1c: 6.1|vo2max ffm: 36
GSM691126,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (15537)|subcutaneous adipose tissue|clinical status: IGT|bmi: 39.7|age: 41|fasting insulin: 53|fasting glucose: 5.9|hba1c: 5.4|vo2max ffm: 45
GSM691127,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (15552)|subcutaneous adipose tissue|clinical status: IGT|bmi: 36.7|age: 47|fasting insulin: 61|fasting glucose: 5.8|hba1c: 5.2|vo2max ffm: 54
GSM691128,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (15558)|subcutaneous adipose tissue|clinical status: IGT|bmi: 41.5|age: 58|fasting insulin: 124|fasting glucose: 5.9|hba1c: 5.8|vo2max ffm: 23
GSM691129,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (15570)|subcutaneous adipose tissue|clinical status: DM|bmi: 50.2|age: 49|fasting insulin: 162|fasting glucose: 6.9|hba1c: 6.2|vo2max ffm: 27
GSM691130,D000000,Control,GSE27951,adipose_tissue_NGT (15594)|subcutaneous adipose tissue|clinical status: NGT|bmi: 37.4|age: 46|fasting insulin: 52|fasting glucose: 4.5|hba1c: 5.9|vo2max ffm: 39
GSM691131,D000000,Control,GSE27951,adipose_tissue_NGT (15625)|subcutaneous adipose tissue|clinical status: NGT|bmi: 36.7|age: 45|fasting insulin: 59|fasting glucose: 5|hba1c: 5.7|vo2max ffm: 47
GSM691132,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (15637)|subcutaneous adipose tissue|clinical status: IGT|bmi: 39.5|age: 57|fasting insulin: 118|fasting glucose: 6.2|hba1c: 6.2|vo2max ffm: 38
GSM691133,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (15640)|subcutaneous adipose tissue|clinical status: DM|bmi: 27.2|age: 50|fasting insulin: 36|fasting glucose: 5.9|hba1c: 6.6|vo2max ffm: 49
GSM691134,D000000,Control,GSE27951,adipose_tissue_NGT (15655)|subcutaneous adipose tissue|clinical status: NGT|bmi: 33.2|age: 60|fasting insulin: 33|fasting glucose: 5.4|hba1c: 5.7|vo2max ffm: 26
GSM691135,D000000,Control,GSE27951,adipose_tissue_NGT (15661)|subcutaneous adipose tissue|clinical status: DM|bmi: 25.1|age: 60|fasting insulin: 60|fasting glucose: 9.2|hba1c: 6.5|vo2max ffm: 30
GSM691136,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (15667)|subcutaneous adipose tissue|clinical status: DM|bmi: 23.2|age: 55|fasting insulin: 61|fasting glucose: 9.5|hba1c: 8.4|vo2max ffm: 46
GSM691137,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16107)|subcutaneous adipose tissue|clinical status: DM|bmi: 27.8|age: 59|fasting insulin: 92|fasting glucose: 10.1|hba1c: 7.1|vo2max ffm: 51
GSM691138,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16122)|subcutaneous adipose tissue|clinical status: DM|bmi: 31.8|age: 51|fasting insulin: 69|fasting glucose: 8.1|hba1c: 5.9|vo2max ffm: 41
GSM691139,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16140)|subcutaneous adipose tissue|clinical status: IGT|bmi: 26.9|age: 77|fasting insulin: 63|fasting glucose: 6.1|hba1c: 5.3|vo2max ffm: 50
GSM691140,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16155)|subcutaneous adipose tissue|clinical status: DM|bmi: 27.4|age: 67|fasting insulin: 88|fasting glucose: 8.8|hba1c: 6.4|vo2max ffm: 55
GSM691141,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16167)|subcutaneous adipose tissue|clinical status: DM|bmi: 28.8|age: 64|fasting insulin: 88|fasting glucose: 11.7|hba1c: 7|vo2max ffm: 32
GSM691142,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16173)|subcutaneous adipose tissue|clinical status: DM|bmi: 32.2|age: 58|fasting insulin: 226|fasting glucose: 7.3|hba1c: 6.3|vo2max ffm: 66
GSM691143,D000000,Control,GSE27951,adipose_tissue_NGT (16191)|subcutaneous adipose tissue|clinical status: NGT|bmi: 23.6|age: 37|fasting insulin: 35|fasting glucose: 5.5|hba1c: 5.5
GSM691144,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16431)|subcutaneous adipose tissue|clinical status: DM|bmi: 39.1|age: 44|fasting insulin: 43|fasting glucose: 8.5|hba1c: 7.3
GSM691145,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16437)|subcutaneous adipose tissue|clinical status: IGT|bmi: 34.2|age: 44|fasting insulin: 83|fasting glucose: 5.7|hba1c: 5.3|vo2max ffm: 54
GSM691146,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16443)|subcutaneous adipose tissue|clinical status: IGT|bmi: 33.1|age: 59|fasting insulin: 71|fasting glucose: 5.6|hba1c: 5.7|vo2max ffm: 37
GSM691147,D000000,Control,GSE27951,adipose_tissue_NGT (16467)|subcutaneous adipose tissue|clinical status: NGT|bmi: 26.4|age: 27|fasting insulin: 57|fasting glucose: 5.1|hba1c: 5.5|vo2max ffm: 55
GSM691148,D003924,"Diabetes Mellitus, Type 2",GSE27951,adipose_tissue_DM (16470)|subcutaneous adipose tissue|clinical status: DM|bmi: 25.1|age: 62|fasting insulin: 42|fasting glucose: 7.7|hba1c: 6.4|vo2max ffm: 53
GSM691149,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16616)|subcutaneous adipose tissue|clinical status: IGT|bmi: 27.3|age: 59|fasting insulin: 38|fasting glucose: 7|hba1c: 5.6|vo2max ffm: 38
GSM691150,D000000,Control,GSE27951,adipose_tissue_NGT (16707)|subcutaneous adipose tissue|clinical status: NGT|bmi: 26.2|age: 57|fasting insulin: 19|fasting glucose: 4.8|hba1c: 5.5|vo2max ffm: 76
GSM691151,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16722)|subcutaneous adipose tissue|clinical status: IGT|bmi: 16.7|age: 59|fasting insulin: 14|fasting glucose: 5.9|hba1c: 5.6|vo2max ffm: 50
GSM691152,D018149,Glucose Intolerance,GSE27951,adipose_tissue_IGT (16728)|subcutaneous adipose tissue|clinical status: IGT|bmi: 23.0|age: 69|fasting insulin: 51|fasting glucose: 5.1|hba1c: 6|vo2max ffm: 38
GSM691153,D000000,Control,GSE27951,adipose_tissue_NGT (16762)|subcutaneous adipose tissue|clinical status: NGT|bmi: 23.1|age: 42|fasting insulin: 28|fasting glucose: 5.1|hba1c: 5.4
GSM691154,D000000,Control,GSE27951,adipose_tissue_NGT (17197)|subcutaneous adipose tissue|clinical status: NGT|bmi: 23.2|age: 64|fasting insulin: 26|fasting glucose: 4.9|hba1c: 5.3|vo2max ffm: 69
GSM709348,D000000,Control,GSE28619,Liver sample from Control group (N52)|liver biopsy sample|liver sample group: : Control
GSM709349,D000000,Control,GSE28619,Liver sample from Control group (C9)|liver biopsy sample|liver sample group: : Control
